epoch,loss,accuracy,learning_rate,test_loss,test_accuracy
0,1.609386713213571,0.142,0.05,1.6093876500105204,0.138
1,1.6010810141356138,0.306,0.05,1.6007926083748911,0.302
2,1.5636526864283584,0.308,0.0499999750000125,1.562934729594763,0.316
3,1.5125385606093145,0.308,0.04999995000005001,1.5107017128759925,0.324
4,1.4480476058215148,0.314,0.0499999250001125,1.4444137137167667,0.33
5,1.3784096779627621,0.31,0.0499999000002,1.3725619255589867,0.332
6,1.3174025706096395,0.308,0.049999875000312506,1.3093664616941596,0.33
7,1.2758481371694752,0.312,0.04999985000045,1.2659500191784787,0.33
8,1.2542051468887339,0.312,0.0499998250006125,1.2426610365809794,0.326
9,1.2445864967201379,0.31,0.0499998000008,1.2314677263276324,0.33
10,1.2391063185886542,0.304,0.0499997750010125,1.224737900969652,0.33
11,1.2331934597016772,0.29,0.049999750001249996,1.2182700718335737,0.338
12,1.2240982149636905,0.3,0.049999725001512486,1.209456833963654,0.342
13,1.211746838246748,0.302,0.04999970000179999,1.1982029356541457,0.34
14,1.1993311681675756,0.316,0.04999967500211249,1.1873554721572908,0.34
15,1.1885690999325909,0.324,0.049999650002449984,1.1787798045284665,0.334
16,1.1787029801290407,0.306,0.049999625002812485,1.1717778751084118,0.338
17,1.1709662317109186,0.308,0.04999960000319998,1.1667367749951714,0.322
18,1.1658177070168834,0.306,0.04999957500361247,1.1640253811424996,0.322
19,1.1603718997667845,0.31,0.04999955000404997,1.1614180997932444,0.326
20,1.1536999670012487,0.322,0.04999952500451246,1.1576644916304188,0.338
21,1.1467847784499963,0.326,0.04999950000499995,1.153698592619132,0.332
22,1.1408212885847275,0.328,0.049999475005512446,1.150677848963517,0.334
23,1.136039301889261,0.324,0.04999945000604994,1.1483399577872933,0.324
24,1.1307134612275356,0.322,0.049999425006612426,1.1450383775655433,0.32
25,1.1244364555519142,0.328,0.04999940000719992,1.1403176585115402,0.314
26,1.118822546518172,0.326,0.04999937500781241,1.1360496246135858,0.324
27,1.1148635938426028,0.336,0.04999935000844989,1.1334184521828907,0.354
28,1.1120633200771024,0.336,0.049999325009112375,1.132150689539635,0.34
29,1.1095499799606845,0.346,0.049999300009799866,1.1309859174049934,0.342
30,1.1066931689694273,0.344,0.04999927501051235,1.1290550867119422,0.342
31,1.1032549035942063,0.366,0.04999925001124983,1.126453457080418,0.364
32,1.0994867922093552,0.368,0.049999225012012316,1.1241064049899077,0.358
33,1.0952892268288446,0.374,0.0499992000127998,1.1215505289967378,0.356
34,1.0909996720676136,0.378,0.04999917501361227,1.1183941179165529,0.37
35,1.0869255988703428,0.374,0.04999915001444976,1.1145097301638218,0.372
36,1.0830288039986404,0.376,0.049999125015312236,1.110715092583917,0.358
37,1.079366279446463,0.38,0.049999100016199706,1.1070200063236182,0.358
38,1.0754009056555969,0.382,0.04999907501711219,1.1035646217251842,0.354
39,1.0712519445607052,0.382,0.04999905001804966,1.100445772643678,0.358
40,1.0670757371907678,0.41,0.04999902501901213,1.0970527553311882,0.37
41,1.062988783751575,0.412,0.04999900001999961,1.0933366883365043,0.386
42,1.0583096202306863,0.428,0.049998975021012075,1.089601822197268,0.394
43,1.0536732702824256,0.432,0.049998950022049536,1.0857631239741599,0.408
44,1.0489608232450756,0.432,0.04999892502311201,1.0815630710570705,0.424
45,1.0442261248446942,0.438,0.049998900024199475,1.0771339014562138,0.422
46,1.0390458847702502,0.44,0.04999887502531193,1.072736458904934,0.436
47,1.033905463803906,0.442,0.04999885002644939,1.0686593024324866,0.442
48,1.0285702187157142,0.454,0.049998825027611854,1.064059142974803,0.458
49,1.0229183588416606,0.466,0.04999880002879931,1.0586981223345888,0.454
50,1.0169206062541796,0.482,0.049998775030011766,1.0533270290584136,0.454
51,1.010625236093652,0.48,0.04999875003124923,1.0474144378334418,0.45
52,1.0041725197583289,0.486,0.049998725032511675,1.0414420005221792,0.444
53,0.9976918272434894,0.488,0.04999870003379912,1.035461563215147,0.446
54,0.9911399625532525,0.502,0.04999867503511157,1.0302272224732565,0.468
55,0.9845118723233494,0.492,0.049998650036449016,1.023750516040425,0.446
56,0.9776331955603768,0.51,0.04999862503781146,1.0179309612846639,0.474
57,0.9703527411479855,0.498,0.04999860003919891,1.0110998816933021,0.454
58,0.9630108873663362,0.508,0.049998575040611344,1.0038374520278641,0.466
59,0.9560280299678495,0.53,0.049998550042048784,0.9971294466587308,0.486
60,0.9488110597339902,0.52,0.049998525043511224,0.9906221855560021,0.474
61,0.9409740129684822,0.546,0.04999850004499865,0.9831243971251561,0.488
62,0.9330494008365939,0.558,0.04999847504651108,0.9754665067340424,0.49
63,0.9251291170755007,0.542,0.049998450048048516,0.9690189227954176,0.494
64,0.9172802281854984,0.568,0.04999842504961094,0.9607123976897173,0.502
65,0.9091254601902633,0.566,0.04999840005119836,0.9532669325429838,0.494
66,0.9006532218937326,0.568,0.04999837505281078,0.9454903033833183,0.51
67,0.8921380069771688,0.574,0.04999835005444821,0.9364076080088982,0.514
68,0.8837026181313492,0.58,0.04999832505611062,0.929631244716958,0.516
69,0.875082335932638,0.6,0.04999830005779803,0.9200156588442251,0.532
70,0.8661667184421734,0.604,0.049998275059510454,0.9123715837866542,0.54
71,0.8574512036320209,0.602,0.04999825006124786,0.9037179644135178,0.538
72,0.8488655959990796,0.624,0.049998225063010264,0.8950983397116695,0.546
73,0.8401890526002346,0.618,0.049998200064797674,0.8880013244102182,0.556
74,0.8316140792199986,0.636,0.04999817506661007,0.8792587888018937,0.548
75,0.8228530559296573,0.638,0.04999815006844747,0.8725201390068338,0.566
76,0.81435348294911,0.66,0.04999812507030987,0.8627629393065633,0.574
77,0.8054665457665594,0.654,0.04999810007219726,0.8553854449200987,0.572
78,0.7962836867271366,0.662,0.049998075074109645,0.8452880952113399,0.58
79,0.7883239623460825,0.664,0.04999805007604704,0.8378975351983474,0.586
80,0.780556932174253,0.668,0.04999802507800942,0.8310935475381211,0.586
81,0.7720589092305932,0.672,0.0499980000799968,0.822324149161329,0.59
82,0.7642403553215209,0.67,0.04999797508200918,0.8157317269845588,0.588
83,0.7566273905667347,0.682,0.04999795008404656,0.8082372871019595,0.61
84,0.7485384623376237,0.672,0.04999792508610893,0.802582940252061,0.6
85,0.7407632267044717,0.684,0.049997900088196295,0.7932431538327535,0.622
86,0.7332986449075506,0.682,0.04999787509030867,0.7885331129302461,0.604
87,0.7258972042115083,0.696,0.049997850092446026,0.7797834493136219,0.622
88,0.7183389929540925,0.69,0.049997825094608386,0.7736353469091852,0.62
89,0.7110604897643327,0.696,0.04999780009679575,0.765942243640643,0.63
90,0.7034970991623267,0.71,0.049997775099008095,0.7590220967302685,0.646
91,0.6967476048640137,0.71,0.04999775010124544,0.7529257365869056,0.646
92,0.6900928601575486,0.722,0.0499977251035078,0.7451451807040959,0.664
93,0.6834099767875037,0.724,0.049997700105795136,0.7405287046603323,0.668
94,0.6773929079203187,0.74,0.04999767510810747,0.7323184086781115,0.674
95,0.6708381263490518,0.748,0.04999765011044482,0.7266937885530966,0.664
96,0.6644489470499931,0.74,0.04999762511280714,0.7207205137273255,0.678
97,0.658415490499733,0.75,0.04999760011519447,0.7147058192341501,0.68
98,0.6523688709187715,0.76,0.0499975751176068,0.7100285643893424,0.684
99,0.6469287444684114,0.772,0.04999755012004412,0.7034672893759012,0.686
100,0.6415389977583792,0.774,0.04999752512250644,0.7002950554715627,0.684
101,0.6357311202292463,0.772,0.049997500124993745,0.6924286851544006,0.688
102,0.6299562056129422,0.778,0.04999747512750607,0.6877851362939394,0.706
103,0.6242120309745033,0.784,0.04999745013004337,0.6822561678758328,0.718
104,0.6190994023554106,0.778,0.04999742513260567,0.6770155230547501,0.72
105,0.6142947551290159,0.792,0.04999740013519297,0.6731961564274369,0.726
106,0.609378174375605,0.788,0.04999737513780527,0.6679460507413925,0.718
107,0.6050648562035758,0.794,0.049997350140442556,0.6657120994789874,0.73
108,0.6007211070170588,0.786,0.04999732514310485,0.6584013787686444,0.732
109,0.5959067363690174,0.79,0.04999730014579213,0.6564263164731298,0.736
110,0.5901943206113999,0.8,0.049997275148504404,0.6478962669173335,0.738
111,0.5847917674992582,0.802,0.049997250151241686,0.6431788188844751,0.75
112,0.5804348556311649,0.804,0.049997225154003955,0.6402176400111979,0.746
113,0.5768643279190394,0.82,0.04999720015679122,0.6347953557129798,0.746
114,0.5731048043537138,0.798,0.04999717515960349,0.6352923753682725,0.748
115,0.56858123570613,0.826,0.049997150162440746,0.6269151323601379,0.756
116,0.5639549304053675,0.798,0.049997125165303,0.6258979415616279,0.758
117,0.5604678374167785,0.822,0.049997100168190256,0.6206503702380569,0.794
118,0.5580573774546378,0.802,0.049997075171102495,0.6198315491053696,0.758
119,0.5525820364159418,0.826,0.049997050174039735,0.6135600274300576,0.794
120,0.5468850081514741,0.818,0.04999702517700197,0.6070430889224007,0.776
121,0.544139462679781,0.802,0.049997000179989204,0.6069055925147621,0.77
122,0.5411372526893062,0.832,0.04999697518300143,0.6006165353852773,0.794
123,0.535646536359614,0.81,0.04999695018603865,0.5987356989593278,0.77
124,0.5312298603614333,0.822,0.04999692518910088,0.593301815373808,0.78
125,0.5285932319710074,0.834,0.04999690019218809,0.5911923899798033,0.792
126,0.5246777626883258,0.816,0.04999687519530029,0.5873233989383642,0.778
127,0.5198863723435146,0.834,0.049996850198437505,0.5837498005309699,0.786
128,0.5169521183314281,0.838,0.049996825201599704,0.5788320575620571,0.806
129,0.5140566591831821,0.812,0.04999680020478689,0.5780776432514652,0.782
130,0.5097748167839657,0.838,0.04999677520799909,0.5716547398222641,0.8
131,0.5066570697994192,0.834,0.04999675021123627,0.5706405153586454,0.798
132,0.5049593387940612,0.83,0.04999672521449845,0.5670330819286469,0.794
133,0.5040472126549392,0.828,0.049996700217785635,0.5691432744893558,0.808
134,0.5040222957149066,0.838,0.049996675221097804,0.563567287231677,0.79
135,0.5007642200042645,0.812,0.04999665022443496,0.5677990991157964,0.778
136,0.49201311105718576,0.86,0.049996625227797124,0.551671393147793,0.822
137,0.48879275286421003,0.84,0.04999660023118428,0.5502325851927455,0.8
138,0.48903464126315427,0.83,0.049996575234596434,0.5548782000344944,0.798
139,0.4839405013114748,0.852,0.04999655023803357,0.5423198913620391,0.824
140,0.47943326504358674,0.84,0.04999652524149572,0.5408882900428085,0.8
141,0.4781331303871946,0.854,0.04999650024498285,0.5414685332936703,0.82
142,0.47438995796249733,0.866,0.04999647524849498,0.5322511661366846,0.83
143,0.4710340838278262,0.836,0.049996450252032115,0.5315876923879317,0.812
144,0.46898449060225933,0.848,0.04999642525559423,0.5299627692659071,0.834
145,0.46500775796539107,0.864,0.04999640025918134,0.5239230109524319,0.822
146,0.46223175603051,0.846,0.049996375262793456,0.5239050405254867,0.814
147,0.46055521004722816,0.856,0.04999635026643055,0.5212381217391959,0.842
148,0.457104741454874,0.86,0.04999632527009265,0.5164852683669788,0.822
149,0.45387741761937794,0.856,0.04999630027377975,0.5153506871067541,0.82
150,0.452568930389243,0.854,0.04999627527749183,0.512144315189084,0.84
151,0.449785690932633,0.856,0.04999625028122891,0.5087159854699066,0.822
152,0.4463048779288543,0.864,0.049996225284990994,0.5060877987407452,0.83
153,0.4445917407526353,0.866,0.049996200288778055,0.5025771488699383,0.844
154,0.44272549075869805,0.856,0.049996175292590116,0.5014981351247743,0.818
155,0.4395226479625372,0.87,0.04999615029642717,0.49863687497039677,0.832
156,0.43718204500089974,0.874,0.04999612530028923,0.49478247506205736,0.842
157,0.43579969869486446,0.86,0.049996100304176276,0.4948900960496827,0.822
158,0.43331942098157344,0.874,0.04999607530808831,0.49167289760130956,0.842
159,0.430560796236959,0.868,0.04999605031202536,0.48799357656420284,0.84
160,0.42889961739052035,0.866,0.04999602531598738,0.487794855524731,0.83
161,0.4271893456998516,0.872,0.0499960003199744,0.48435278289130124,0.848
162,0.4246866160187088,0.868,0.049995975323986426,0.4829497053695862,0.84
163,0.4223860579286015,0.868,0.04999595032802343,0.4812262789498624,0.84
164,0.42092777479867427,0.874,0.04999592533208543,0.4778035280207509,0.858
165,0.4192719332988486,0.86,0.04999590033617244,0.47817746605855405,0.838
166,0.41690846048115787,0.874,0.04999587534028443,0.4740429411500054,0.856
167,0.414709605687297,0.874,0.049995850344421416,0.4726998443807804,0.85
168,0.413036342116969,0.87,0.0499958253485834,0.471354828608346,0.844
169,0.4113880900942624,0.872,0.04999580035277037,0.46901748150898026,0.856
170,0.4093549912366499,0.87,0.04999577535698234,0.4688043982982732,0.85
171,0.40724528349585437,0.874,0.0499957503612193,0.465891092472486,0.854
172,0.40547946209897406,0.874,0.049995725365481254,0.46475348555175994,0.854
173,0.404019966789636,0.87,0.0499957003697682,0.46296065434739464,0.846
174,0.40259111641366946,0.87,0.04999567537408014,0.46216276446221505,0.856
175,0.40094544959707507,0.872,0.049995650378417085,0.45962314307403074,0.848
176,0.3992922626603855,0.872,0.04999562538277901,0.45990097901683413,0.848
177,0.3980804693838365,0.872,0.049995600387165925,0.4564193211283398,0.85
178,0.3975533360872625,0.86,0.049995575391577854,0.46085070466902217,0.846
179,0.3977833581064443,0.872,0.049995550396014755,0.45513715155048856,0.85
180,0.39855554647194824,0.852,0.04999552540047666,0.46445116821584315,0.834
181,0.3978902075362836,0.872,0.04999550040496356,0.45390758114035723,0.852
182,0.3938443393079931,0.862,0.049995475409475444,0.45907521953485686,0.834
183,0.3884724154062728,0.88,0.04999545041401232,0.4468223108817141,0.856
184,0.38638302446936884,0.876,0.049995425418574206,0.44605081711118816,0.848
185,0.386807799422902,0.872,0.04999540042316107,0.4493096218038745,0.852
186,0.3857878073868929,0.882,0.04999537542777293,0.44196081759593014,0.856
187,0.38293414687650856,0.866,0.049995350432409796,0.4450409167042749,0.846
188,0.3808890197550128,0.878,0.049995325437071636,0.43884591310175103,0.864
189,0.38003774129458556,0.876,0.049995300441758476,0.43961869178240026,0.848
190,0.3782378690927121,0.874,0.049995275446470304,0.43914730236986427,0.858
191,0.3755088684237218,0.876,0.04999525045120714,0.434169510128798,0.856
192,0.37380939339135166,0.878,0.049995225455968954,0.43538635481219906,0.858
193,0.3735764947587844,0.876,0.04999520046075576,0.43361873221113173,0.862
194,0.3725748097937292,0.878,0.04999517546556758,0.4331643663830505,0.852
195,0.37001233435167397,0.88,0.04999515047040437,0.4298842839518138,0.864
196,0.3676562892404924,0.882,0.04999512547526616,0.4267999575531633,0.864
197,0.3667686295424959,0.876,0.04999510048015295,0.4266811060345861,0.858
198,0.36646432874238877,0.876,0.049995075485064724,0.42566712200507667,0.866
199,0.3651037622514115,0.876,0.04999505049000149,0.42455944982073096,0.86
200,0.3627995218585076,0.876,0.049995025494963256,0.4217812571393975,0.864
201,0.36118394987562663,0.882,0.04999500049995001,0.41893223475410873,0.868
202,0.36046739860279337,0.884,0.04999497550496175,0.4192225165378958,0.858
203,0.3597238471160327,0.876,0.0499949505099985,0.41833725178352404,0.868
204,0.35857892002334957,0.88,0.049994925515060226,0.41781987581658586,0.862
205,0.3568764072260576,0.878,0.04999490052014695,0.41604514438014967,0.868
206,0.3554208725405479,0.884,0.04999487552525867,0.41362937842901054,0.866
207,0.3544491466714213,0.884,0.049994850530395374,0.41357382337525955,0.864
208,0.3536306781945886,0.878,0.04999482553555707,0.41188749324249085,0.872
209,0.35275118692919427,0.88,0.04999480054074376,0.4122285956582162,0.86
210,0.351525668203864,0.882,0.04999477554595545,0.4099676661979518,0.872
211,0.35017767794253424,0.89,0.049994750551192124,0.409069045813377,0.862
212,0.3489723148739376,0.888,0.04999472555645379,0.40766656035455,0.87
213,0.3480046877864012,0.89,0.04999470056174046,0.40545772378664197,0.876
214,0.34735899492604755,0.886,0.04999467556705211,0.4061339326682881,0.868
215,0.34660691150035405,0.886,0.049994650572388756,0.403846619027865,0.874
216,0.34566095222808907,0.886,0.0499946255777504,0.40483035888682367,0.86
217,0.344508187176214,0.888,0.049994600583137025,0.40221510582374015,0.874
218,0.34327518472060853,0.892,0.04999457558854864,0.40237914654371054,0.87
219,0.3422930994678399,0.89,0.04999455059398526,0.4002720759591734,0.868
220,0.34145686614499116,0.886,0.049994525599446865,0.40033254778214394,0.87
221,0.3407550280074071,0.888,0.049994500604933455,0.3985768432503883,0.874
222,0.3402720042458949,0.882,0.04999447561044505,0.39881777934100254,0.87
223,0.3401717459259381,0.89,0.04999445061598163,0.39777502534923226,0.874
224,0.34089492888811257,0.878,0.0499944256215432,0.4010629304073901,0.872
225,0.34293252625853776,0.89,0.04999440062712977,0.39911666128406065,0.87
226,0.34565169227108433,0.878,0.04999437563274132,0.4085431139174842,0.858
227,0.345006869390549,0.888,0.049994350638377864,0.40021735114399093,0.864
228,0.3390574032436624,0.876,0.0499943256440394,0.401063729429177,0.844
229,0.3362477182604457,0.882,0.04999430064972594,0.3922621876356901,0.87
230,0.33931216383772106,0.88,0.04999427565543745,0.39984131637941733,0.85
231,0.3388391122799711,0.88,0.04999425066117397,0.3981830550685843,0.864
232,0.332249117635255,0.886,0.049994225666935475,0.3907622420257503,0.864
233,0.329085130686366,0.896,0.049994200672721964,0.387563760399885,0.876
234,0.3318074709960601,0.884,0.049994175678533447,0.3906041821466762,0.868
235,0.33208551998992153,0.882,0.04999415068436994,0.3912876133925159,0.856
236,0.3272647827398775,0.886,0.0499941256902314,0.38438160055010895,0.87
237,0.3251699719519846,0.89,0.04999410069611786,0.38363280893985957,0.872
238,0.3267342252564888,0.886,0.049994075702029316,0.38474583985533817,0.86
239,0.32564053125630743,0.882,0.049994050707965754,0.3837457324470335,0.872
240,0.32261277624146656,0.892,0.049994025713927186,0.38139589351176145,0.872
241,0.3221553313029085,0.89,0.04999400071991362,0.3786559257297256,0.872
242,0.3225707636045328,0.884,0.04999397572592503,0.3814135527957105,0.878
243,0.3207228655417876,0.888,0.04999395073196143,0.3789297773075301,0.862
244,0.3189288432654022,0.894,0.049993925738022825,0.3757056567834393,0.886
245,0.31899032232671987,0.888,0.049993900744109226,0.37871944534159663,0.874
246,0.3184638754686557,0.89,0.0499938757502206,0.37601272120943585,0.872
247,0.31648683156624163,0.886,0.04999385075635697,0.37449857639399514,0.882
248,0.31554762209454346,0.89,0.04999382576251833,0.37456603677227107,0.876
249,0.3156746940729957,0.89,0.04999380076870468,0.3722745863514524,0.876
250,0.3146029746382311,0.888,0.049993775774916024,0.3738205637399714,0.874
251,0.31295486391183464,0.894,0.04999375078115236,0.3708822999336349,0.878
252,0.31256724866704577,0.894,0.049993725787413686,0.3692674832447403,0.882
253,0.31250141275599097,0.89,0.04999370079369999,0.3715212944767696,0.876
254,0.31154763391147644,0.892,0.04999367580001131,0.3685221018724306,0.884
255,0.3101759475411514,0.894,0.0499936508063476,0.3684922709138047,0.882
256,0.3095926940861803,0.892,0.04999362581270888,0.3672755239754461,0.886
257,0.30934713397952573,0.892,0.049993600819095166,0.365973405667807,0.886
258,0.30854853794803694,0.89,0.049993575825506426,0.3668285957601588,0.886
259,0.3075806568768496,0.894,0.04999355083194268,0.3643196360786744,0.89
260,0.307039805768997,0.892,0.049993525838403934,0.36484347766603714,0.884
261,0.30658487815672913,0.888,0.04999350084489017,0.36457200323859806,0.886
262,0.3059658925724774,0.89,0.049993475851401396,0.3633812555324275,0.884
263,0.30511613845965196,0.892,0.049993450857937605,0.3630608546854344,0.882
264,0.3044601041416136,0.892,0.04999342586449882,0.36239400618387685,0.89
265,0.3041347582601707,0.892,0.04999340087108502,0.36270270773921987,0.884
266,0.3036433688701624,0.89,0.0499933758776962,0.36226070366223834,0.888
267,0.3028592859067433,0.892,0.04999335088433239,0.36173550724294934,0.884
268,0.302173277497974,0.892,0.049993325890993555,0.36082560898093324,0.886
269,0.3016877243570108,0.892,0.04999330089767971,0.36074017040144823,0.884
270,0.3012573824748049,0.892,0.049993275904390864,0.3602144820429969,0.886
271,0.3007257157981553,0.892,0.049993250911127,0.3604297716354605,0.886
272,0.30003993116515776,0.896,0.04999322591788813,0.3598848239949375,0.888
273,0.2995009433989518,0.896,0.04999320092467425,0.35895476145484795,0.886
274,0.2990586668984274,0.896,0.049993175931485355,0.3588770744091704,0.884
275,0.2985744850579948,0.896,0.04999315093832145,0.3574141925789314,0.89
276,0.2980978521003994,0.896,0.04999312594518254,0.35801678189584474,0.884
277,0.29755373764313825,0.896,0.04999310095206862,0.35722286833068534,0.888
278,0.29702623914802906,0.894,0.049993075958979685,0.3576787934862961,0.884
279,0.29645747909403913,0.896,0.04999305096591575,0.35682527921149854,0.886
280,0.2960510622408413,0.894,0.04999302597287679,0.3565407758233791,0.884
281,0.29561565313692223,0.894,0.04999300097986282,0.3558921898179831,0.886
282,0.29523332048123213,0.896,0.04999297598687384,0.35548663691537874,0.888
283,0.2948182851135164,0.896,0.049992950993909865,0.3552938367441356,0.888
284,0.29427977060494676,0.896,0.04999292600097086,0.3545693003687352,0.886
285,0.2938039916885736,0.896,0.04999290100805685,0.3537566104313031,0.888
286,0.2933221900857838,0.896,0.049992876015167845,0.35348750414444086,0.886
287,0.29278022376727475,0.896,0.049992851022303816,0.35342087123766264,0.892
288,0.2924300919519047,0.896,0.04999282602946477,0.35354180473413355,0.886
289,0.2920700663729107,0.896,0.04999280103665073,0.35240639917173683,0.892
290,0.2916662634634876,0.896,0.04999277604386167,0.3527176111681441,0.882
291,0.2912238546947301,0.894,0.04999275105109759,0.35161950121223334,0.896
292,0.2909537398076537,0.89,0.049992726058358514,0.3529128170279191,0.882
293,0.2908450419332991,0.896,0.04999270106564442,0.3507083371759917,0.894
294,0.29107576624738796,0.898,0.049992676072955315,0.35483856514022394,0.88
295,0.2925605463198565,0.896,0.0499926510802912,0.35148951921009886,0.89
296,0.29671242075469256,0.89,0.04999262608765208,0.36449757992961923,0.86
297,0.3038751317624075,0.884,0.049992601095037933,0.36080155280246445,0.864
298,0.30678817779902307,0.87,0.04999257610244878,0.37898927818783706,0.84
299,0.2996609965196639,0.888,0.04999255110988463,0.3561781392009469,0.874
300,0.2943199318854007,0.882,0.049992526117345455,0.3570073499291285,0.884
301,0.2942572228160834,0.89,0.04999250112483127,0.35864796387852155,0.862
302,0.2885792635117693,0.892,0.04999247613234209,0.34639742106848903,0.882
